filepath,label,video_id
data\processed\final\dysarthria\7313775349651868971_seg_002.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_002__too_quiet.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_004.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_004__too_quiet.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_006.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_006__too_quiet.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_007.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_008.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_009.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_010.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_011.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_012.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_013.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_015.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_017.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7313775349651868971_seg_018.wav,dysarthria,7313775349651868971
data\processed\final\dysarthria\7469501054263119135_seg_000.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_001.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_002.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_003.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_004.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_005.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_006.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_007.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_008.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_009.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_010.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_011.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_012.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_013.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_014.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_015.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_016.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_017.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_018.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_019.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_020.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_021.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_022.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_023.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_024.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_025.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_026.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_027.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_028.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_029.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_030.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_031.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_032.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_033.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_034.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_035.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_036.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_037.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_038.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7469501054263119135_seg_039.wav,dysarthria,7469501054263119135
data\processed\final\dysarthria\7475923201462127903_seg_000.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_001.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_002.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_003.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_004.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_005.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_006.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_007.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_008.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_009.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_010.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_011.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_012.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_013.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_014.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_015.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_016.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_017.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_018.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_019.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_021.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_022.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_023.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_024.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_025.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_026.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_027.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_028.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_029.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_030.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_031.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_032.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_033.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_034.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_035.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_036.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_037.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_038.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_039.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_040.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_041.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_042.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_043.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_044.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_045.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_047.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_048.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_049.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_050.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_051.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_052.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_053.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_054.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_055.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_056.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_057.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_058.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_059.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_060.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_061.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_062.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_063.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_064.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_065.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_066.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_067.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_068.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_069.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_070.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_071.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_072.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_073.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_074.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_075.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_076.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_077.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_078.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_079.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_080.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_081.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_082.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_083.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_084.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_085.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_086.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_087.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_088.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_089.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_090.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_091.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_092.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_093.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_094.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_095.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_096.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_097.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_098.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_099.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_100.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_101.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_102.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_103.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_104.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_105.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_106.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_107.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_108.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_109.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_110.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_111.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_112.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_113.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_114.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_115.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_116.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_117.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_118.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_119.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_120.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_121.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7475923201462127903_seg_122.wav,dysarthria,7475923201462127903
data\processed\final\dysarthria\7482623061380975903_seg_000.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_001.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_002.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_003.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_004.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_005.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_006.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_007.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_008.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_009.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_010.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_011.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_012.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_013.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_014.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_015.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_016.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_017.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_018.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_019.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_020.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_021.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_022.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_023.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_024.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_025.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_026.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_027.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_028.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_029.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_030.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_031.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_032.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_033.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_035.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_036.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_037.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_038.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_039.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_040.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_041.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_042.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_043.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_044.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_045.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_046.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_047.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_048.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_049.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_050.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_051.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_052.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_053.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_054.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_055.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_056.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_057.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_058.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_059.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_060.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_061.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_062.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_063.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_064.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_065.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_066.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_067.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_069.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_070.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_071.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_072.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_073.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_074.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_075.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_076.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_077.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_078.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_079.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_080.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_081.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_082.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_083.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_084.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_085.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_086.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_087.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_088.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_089.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_090.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_091.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_092.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_093.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_094.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_095.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_096.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_097.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_098.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_099.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_100.wav,dysarthria,7482623061380975903
data\processed\final\dysarthria\7482623061380975903_seg_101.wav,dysarthria,7482623061380975903
